instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed,reduceTini
airport86,1.681704,0.611500,0.813231,1.424731,76578,7296,28029,28029,1
airport90,1002.015038,0.727024,0.813272,1.540296,99922,7793,28358,28358,0
airport85,1000.649123,0.830533,0.668570,1.499103,113940,8658,32121,32121,1
airport92,1001.776942,0.664326,0.868373,1.532699,91840,7488,27574,27574,0
airport83,1.631579,0.631180,0.532606,1.163786,87206,7190,26592,26592,1
airport93,1.105263,0.828375,0.821739,1.650114,113914,8371,30058,30058,0
airport7,1001.105263,0.574301,0.589531,1.163832,79604,7079,26027,26027,2
airport94,1001.263158,0.791028,0.643356,1.434384,109286,8476,31407,31407,0
airport97,1001.315789,0.497007,0.397023,0.894030,69640,7488,29795,29795,0
airport79,1.681704,0.718691,1.296527,2.015218,97888,9619,38261,38261,2
airport87,1.681704,0.621949,1.441433,2.063382,86598,9741,39873,39873,1
airport81,1.105263,0.576935,0.704658,1.281593,79303,6858,24725,24725,2
airport80,1.734336,0.689264,0.960784,1.650048,87316,7134,25358,25358,2
airport95,1.421053,0.700338,0.393031,1.093369,91184,7615,28506,28506,0
airport96,1.105263,0.680339,0.747515,1.427854,91560,7401,26641,26641,0
airport88,3000.000000,0.778192,0.830271,1.608463,104768,8495,31451,31451,1
airport82,3.260652,0.620331,1.075668,1.695999,83232,7512,27540,27540,2
airport84,1.105263,0.714053,0.444238,1.158291,95883,8170,30431,30431,2
airport99,8001.305764,0.708079,0.487614,1.195693,95778,7807,29013,29013,0
airport91,1001.315789,0.587084,0.672757,1.259841,79167,7053,26293,26293,1
airport86,1.681704,0.565036,0.852816,1.417852,76596,7314,28056,28056,2
airport8,2001.105263,0.848285,0.869677,1.717962,114705,8459,31007,31007,1
airport83,1.421053,0.646126,0.539508,1.185634,87238,7222,26640,26640,2
airport98,1.681704,0.655569,0.950562,1.606131,88426,8441,32731,32731,0
airport92,1001.776942,0.681136,0.964997,1.646133,91856,7504,27598,27598,1
airport90,1002.015038,0.745446,0.978473,1.723919,99942,7813,28388,28388,1
airport85,1000.543860,0.847302,0.679872,1.527174,113970,8688,32166,32166,2
airport97,1001.210526,0.510182,0.398773,0.908955,69662,7510,29828,29828,1
airport94,1001.210526,0.857103,0.472248,1.329351,109310,8500,31443,31443,1
airport95,1.315789,0.721601,0.390122,1.111723,91212,7643,28548,28548,1
airport93,1.105263,0.845259,0.899720,1.744979,113928,8385,30079,30079,1
airport9,2.388471,0.922910,1.467850,2.390760,124301,9926,37610,37610,0
airport87,1.681704,0.660685,1.527693,2.188378,86604,9747,39882,39882,2
airport88,3000.000000,0.782546,0.615920,1.398466,104786,8513,31478,31478,2
airport96,1.105263,0.677256,0.808124,1.485380,91576,7417,26665,26665,1
airport91,1001.210526,0.587122,0.726611,1.313733,79193,7079,26332,26332,2
airport99,6001.105263,0.710413,0.386217,1.096630,95804,7833,29052,29052,1
airport8,2001.105263,0.846609,0.821460,1.668069,114727,8481,31040,31040,2
airport98,1.681704,0.657337,0.960203,1.617540,88444,8459,32758,32758,1
airport90,1003.260652,0.750700,1.068179,1.818879,99960,7831,28415,28415,2
airport92,1003.260652,0.748592,0.991759,1.740351,91870,7518,27619,27619,2
airport93,1.105263,0.843288,0.925889,1.769177,113940,8397,30097,30097,2
airport94,1001.157895,0.811349,0.783708,1.595057,109334,8524,31479,31479,2
airport95,1.210526,0.683170,0.412337,1.095507,91240,7671,28590,28590,2
airport97,1001.105263,0.513426,0.772721,1.286147,69684,7532,29861,29861,2
airport96,1.105263,0.677357,0.895378,1.572735,91592,7433,26689,26689,2
airport99,6001.000000,0.712155,0.406386,1.118541,95830,7859,29091,29091,2
